mes_inicio;provincia_origen;provincia_destino;viajes;viajeros;edicion
2021-06;Neuqu‚n;Salta;7;18;previaje 1
2021-06;Neuqu‚n;Tucum n;3;9;previaje 1
2021-06;R¡o Negro;Buenos Aires;8;27;previaje 1
2021-06;R¡o Negro;Ciudad Aut¢noma de Buenos Aires;9;18;previaje 1
2021-06;R¡o Negro;Misiones;11;44;previaje 1
2021-06;R¡o Negro;Neuqu‚n;16;50;previaje 1
2021-06;R¡o Negro;R¡o Negro;27;72;previaje 1
2021-06;Salta;Buenos Aires;5;11;previaje 1
2021-06;Salta;Ciudad Aut¢noma de Buenos Aires;7;12;previaje 1
2021-06;Salta;R¡o Negro;23;87;previaje 1
2021-06;San Juan;Misiones;3;8;previaje 1
2021-06;Santa Cruz;Ciudad Aut¢noma de Buenos Aires;6;13;previaje 1
2021-06;Santa Fe;C¢rdoba;10;26;previaje 1
2021-06;Santa Fe;Mendoza;23;72;previaje 1
2021-06;Santa Fe;Misiones;26;90;previaje 1
2021-06;Santa Fe;Neuqu‚n;4;13;previaje 1
2021-06;Santa Fe;R¡o Negro;112;319;previaje 1
2021-06;Santa Fe;Salta;12;35;previaje 1
2021-06;Santa Fe;Santa Cruz;7;12;previaje 1
2021-06;Santa Fe;Santiago del Estero;10;16;previaje 1
2021-06;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;12;29;previaje 1
2021-06;Santiago del Estero;R¡o Negro;7;30;previaje 1
2021-06;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Buenos Aires;3;6;previaje 1
2021-06;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Ciudad Aut¢noma de Buenos Aires;5;11;previaje 1
2021-06;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;22;previaje 1
2021-06;Tucum n;Ciudad Aut¢noma de Buenos Aires;10;16;previaje 1
2021-06;Tucum n;Misiones;3;6;previaje 1
2021-06;Tucum n;R¡o Negro;13;44;previaje 1
2021-06;Tucum n;Tucum n;4;8;previaje 1
2021-07;Buenos Aires;Buenos Aires;27;96;previaje 1
2021-07;Buenos Aires;Catamarca;3;7;previaje 1
2021-07;Buenos Aires;Chubut;31;84;previaje 1
2021-07;Buenos Aires;Ciudad Aut¢noma de Buenos Aires;10;20;previaje 1
2021-07;Buenos Aires;C¢rdoba;34;98;previaje 1
2021-07;Buenos Aires;Corrientes;3;6;previaje 1
2021-07;Buenos Aires;Entre R¡os;3;10;previaje 1
2021-07;Buenos Aires;Jujuy;45;132;previaje 1
2021-07;Buenos Aires;La Rioja;7;18;previaje 1
2021-07;Buenos Aires;Mendoza;122;354;previaje 1
2021-07;Buenos Aires;Misiones;180;691;previaje 1
2021-07;Buenos Aires;Neuqu‚n;301;1185;previaje 1
2021-07;Buenos Aires;R¡o Negro;466;1459;previaje 1
2021-07;Buenos Aires;Salta;212;575;previaje 1
2021-07;Buenos Aires;San Juan;11;28;previaje 1
2021-07;Buenos Aires;San Luis;6;20;previaje 1
2021-07;Buenos Aires;Santa Cruz;39;99;previaje 1
2021-07;Buenos Aires;Santiago del Estero;12;25;previaje 1
2021-07;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;255;823;previaje 1
2021-07;Buenos Aires;Tucum n;20;49;previaje 1
2021-07;Catamarca;R¡o Negro;5;15;previaje 1
2021-07;Chaco;Mendoza;5;13;previaje 1
2021-07;Chaco;Neuqu‚n;4;9;previaje 1
2021-07;Chaco;R¡o Negro;6;14;previaje 1
2021-07;Chubut;Chubut;3;5;previaje 1
2021-07;Chubut;Ciudad Aut¢noma de Buenos Aires;16;39;previaje 1
2021-07;Chubut;R¡o Negro;4;9;previaje 1
2021-07;Chubut;Salta;16;31;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;16;52;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Catamarca;3;11;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Chaco;4;6;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Chubut;37;110;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;11;39;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;16;39;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Corrientes;4;9;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Entre R¡os;3;8;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Formosa;3;6;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Jujuy;38;99;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;La Rioja;5;13;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Mendoza;71;207;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Misiones;101;330;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;197;691;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;457;1382;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Salta;104;283;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;San Luis;4;8;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;39;117;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Santa Fe;3;12;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;10;26;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;262;761;previaje 1
2021-07;Ciudad Aut¢noma de Buenos Aires;Tucum n;11;25;previaje 1
2021-07;C¢rdoba;Buenos Aires;4;11;previaje 1
2021-07;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;4;9;previaje 1
2021-07;C¢rdoba;C¢rdoba;15;66;previaje 1
2021-07;C¢rdoba;Jujuy;6;24;previaje 1
2021-07;C¢rdoba;Mendoza;28;93;previaje 1
2021-07;C¢rdoba;Misiones;24;83;previaje 1
2021-07;C¢rdoba;Neuqu‚n;41;166;previaje 1
2021-07;C¢rdoba;R¡o Negro;94;329;previaje 1
2021-07;C¢rdoba;Salta;10;33;previaje 1
2021-07;C¢rdoba;Santa Cruz;12;26;previaje 1
2021-07;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;33;68;previaje 1
2021-07;Corrientes;Ciudad Aut¢noma de Buenos Aires;3;9;previaje 1
2021-07;Corrientes;Neuqu‚n;3;12;previaje 1
2021-07;Corrientes;R¡o Negro;5;22;previaje 1
2021-07;Entre R¡os;Mendoza;3;8;previaje 1
2021-07;Entre R¡os;Misiones;3;4;previaje 1
2021-07;Entre R¡os;Neuqu‚n;3;8;previaje 1
2021-07;Entre R¡os;R¡o Negro;11;41;previaje 1
2021-07;Entre R¡os;Salta;7;17;previaje 1
2021-07;Formosa;C¢rdoba;4;11;previaje 1
2021-07;Formosa;Mendoza;3;6;previaje 1
2021-07;Jujuy;Ciudad Aut¢noma de Buenos Aires;4;10;previaje 1
2021-07;Jujuy;R¡o Negro;8;28;previaje 1
2021-07;Mendoza;Ciudad Aut¢noma de Buenos Aires;8;27;previaje 1
2021-07;Mendoza;La Rioja;4;13;previaje 1
2021-07;Mendoza;Mendoza;19;76;previaje 1
2021-07;Mendoza;Misiones;28;109;previaje 1
2021-07;Mendoza;Neuqu‚n;13;48;previaje 1
2021-07;Mendoza;R¡o Negro;8;21;previaje 1
2021-07;Mendoza;Salta;14;32;previaje 1
2021-07;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;5;11;previaje 1
2021-07;Misiones;Chubut;3;7;previaje 1
2021-07;Misiones;Ciudad Aut¢noma de Buenos Aires;4;8;previaje 1
2021-07;Misiones;Mendoza;10;24;previaje 1
2021-07;Misiones;Misiones;4;10;previaje 1
2021-07;Misiones;Neuqu‚n;4;7;previaje 1
2021-07;Misiones;R¡o Negro;9;30;previaje 1
2021-07;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;10;previaje 1
2021-07;Neuqu‚n;Ciudad Aut¢noma de Buenos Aires;9;21;previaje 1
2021-07;Neuqu‚n;Misiones;15;48;previaje 1
2021-07;Neuqu‚n;Neuqu‚n;33;104;previaje 1
2021-07;Neuqu‚n;Salta;15;37;previaje 1
2021-07;Neuqu‚n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;6;previaje 1
2021-07;R¡o Negro;Buenos Aires;6;11;previaje 1
2021-07;R¡o Negro;Ciudad Aut¢noma de Buenos Aires;5;14;previaje 1
2021-07;R¡o Negro;C¢rdoba;4;11;previaje 1
2021-07;R¡o Negro;Misiones;7;25;previaje 1
2021-07;R¡o Negro;Neuqu‚n;24;74;previaje 1
2021-07;R¡o Negro;R¡o Negro;23;71;previaje 1
2021-07;R¡o Negro;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;9;previaje 1
2021-07;R¡o Negro;Tucum n;4;10;previaje 1
2021-07;Salta;Buenos Aires;3;7;previaje 1
2021-07;Salta;Ciudad Aut¢noma de Buenos Aires;11;29;previaje 1
2021-07;Salta;Jujuy;8;31;previaje 1
2021-07;Salta;Misiones;3;9;previaje 1
2021-07;Salta;Neuqu‚n;8;19;previaje 1
2021-07;Salta;R¡o Negro;19;101;previaje 1
2021-07;Salta;Salta;4;21;previaje 1
2021-07;Salta;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;5;11;previaje 1
2021-07;San Luis;Mendoza;3;11;previaje 1
2021-07;Santa Cruz;Ciudad Aut¢noma de Buenos Aires;5;9;previaje 1
2021-07;Santa Fe;Ciudad Aut¢noma de Buenos Aires;7;16;previaje 1
2021-07;Santa Fe;C¢rdoba;9;34;previaje 1
2021-07;Santa Fe;Jujuy;4;13;previaje 1
2021-07;Santa Fe;Mendoza;28;95;previaje 1
2021-07;Santa Fe;Misiones;24;86;previaje 1
2021-07;Santa Fe;Neuqu‚n;35;134;previaje 1
2021-07;Santa Fe;R¡o Negro;116;395;previaje 1
2021-07;Santa Fe;Salta;23;72;previaje 1
2021-07;Santa Fe;Santa Cruz;6;21;previaje 1
2021-07;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;62;260;previaje 1
2021-07;Santiago del Estero;R¡o Negro;10;23;previaje 1
2021-07;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Buenos Aires;9;16;previaje 1
2021-07;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Chaco;6;8;previaje 1
2021-07;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Ciudad Aut¢noma de Buenos Aires;11;23;previaje 1
2021-07;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;8;33;previaje 1
2021-07;Tucum n;Ciudad Aut¢noma de Buenos Aires;6;21;previaje 1
2021-07;Tucum n;Mendoza;7;21;previaje 1
2021-07;Tucum n;Neuqu‚n;4;11;previaje 1
2021-07;Tucum n;R¡o Negro;39;137;previaje 1
2021-07;Tucum n;Salta;5;16;previaje 1
2021-07;Tucum n;Santa Cruz;3;11;previaje 1
2021-07;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;9;33;previaje 1
2021-08;Buenos Aires;Buenos Aires;16;43;previaje 1
2021-08;Buenos Aires;Catamarca;12;27;previaje 1
2021-08;Buenos Aires;Chubut;58;170;previaje 1
2021-08;Buenos Aires;C¢rdoba;38;66;previaje 1
2021-08;Buenos Aires;Corrientes;4;6;previaje 1
2021-08;Buenos Aires;Jujuy;39;96;previaje 1
2021-08;Buenos Aires;Mendoza;49;134;previaje 1
2021-08;Buenos Aires;Misiones;124;343;previaje 1
2021-08;Buenos Aires;Neuqu‚n;425;1565;previaje 1
2021-08;Buenos Aires;R¡o Negro;431;1249;previaje 1
2021-08;Buenos Aires;Salta;82;195;previaje 1
2021-08;Buenos Aires;San Juan;8;24;previaje 1
2021-08;Buenos Aires;Santa Cruz;29;74;previaje 1
2021-08;Buenos Aires;Santiago del Estero;27;86;previaje 1
2021-08;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;387;1222;previaje 1
2021-08;Buenos Aires;Tucum n;6;14;previaje 1
2021-08;Chaco;R¡o Negro;4;20;previaje 1
2021-08;Chaco;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;11;32;previaje 1
2021-08;Chubut;Misiones;6;21;previaje 1
2021-08;Chubut;Neuqu‚n;3;7;previaje 1
2021-08;Chubut;R¡o Negro;6;22;previaje 1
2021-08;Chubut;Salta;4;8;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;7;17;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Catamarca;5;11;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Chubut;61;168;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;12;29;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;12;28;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Corrientes;4;22;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Jujuy;23;48;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;La Rioja;4;12;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Mendoza;47;129;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Misiones;52;139;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;296;914;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;547;1407;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Salta;52;106;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;San Juan;6;8;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;31;79;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;20;43;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;402;1174;previaje 1
2021-08;Ciudad Aut¢noma de Buenos Aires;Tucum n;13;35;previaje 1
2021-08;C¢rdoba;Chubut;3;6;previaje 1
2021-08;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;8;16;previaje 1
2021-08;C¢rdoba;C¢rdoba;4;17;previaje 1
2021-08;C¢rdoba;Jujuy;3;3;previaje 1
2021-08;C¢rdoba;Mendoza;57;89;previaje 1
2021-08;C¢rdoba;Misiones;8;22;previaje 1
2021-08;C¢rdoba;Neuqu‚n;42;165;previaje 1
2021-08;C¢rdoba;R¡o Negro;57;181;previaje 1
2021-08;C¢rdoba;Salta;34;92;previaje 1
2021-08;C¢rdoba;Santa Cruz;4;12;previaje 1
2021-08;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;45;115;previaje 1
2021-08;Corrientes;Neuqu‚n;5;20;previaje 1
2021-08;Corrientes;R¡o Negro;47;133;previaje 1
2021-08;Entre R¡os;Neuqu‚n;4;13;previaje 1
2021-08;Entre R¡os;R¡o Negro;6;15;previaje 1
2021-08;Jujuy;R¡o Negro;5;19;previaje 1
2021-08;La Pampa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;8;previaje 1
2021-08;La Rioja;R¡o Negro;3;8;previaje 1
2021-08;Mendoza;Buenos Aires;3;12;previaje 1
2021-08;Mendoza;Mendoza;6;15;previaje 1
2021-08;Mendoza;Misiones;12;35;previaje 1
2021-08;Mendoza;Neuqu‚n;12;39;previaje 1
2021-08;Mendoza;R¡o Negro;3;8;previaje 1
2021-08;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;11;previaje 1
2021-08;Misiones;C¢rdoba;3;8;previaje 1
2021-08;Misiones;Neuqu‚n;6;10;previaje 1
2021-08;Misiones;R¡o Negro;13;31;previaje 1
2021-08;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;12;28;previaje 1
2021-08;Neuqu‚n;Ciudad Aut¢noma de Buenos Aires;5;14;previaje 1
2021-08;Neuqu‚n;Misiones;12;43;previaje 1
2021-08;Neuqu‚n;Neuqu‚n;25;86;previaje 1
2021-08;Neuqu‚n;Salta;9;17;previaje 1
2021-08;Neuqu‚n;Santiago del Estero;9;11;previaje 1
2021-08;Neuqu‚n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;10;previaje 1
2021-08;R¡o Negro;Ciudad Aut¢noma de Buenos Aires;7;15;previaje 1
2021-08;R¡o Negro;Misiones;3;12;previaje 1
2021-08;R¡o Negro;Neuqu‚n;12;45;previaje 1
2021-08;R¡o Negro;R¡o Negro;13;31;previaje 1
2021-08;Salta;Jujuy;3;8;previaje 1
2021-08;Salta;Neuqu‚n;4;11;previaje 1
2021-08;Salta;R¡o Negro;15;52;previaje 1
2021-08;Salta;Salta;4;10;previaje 1
2021-08;Salta;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;9;21;previaje 1
2021-08;San Juan;Neuqu‚n;4;15;previaje 1
2021-08;San Luis;Mendoza;3;18;previaje 1
2021-08;Santa Cruz;Ciudad Aut¢noma de Buenos Aires;4;7;previaje 1
2021-08;Santa Cruz;Santa Cruz;3;9;previaje 1
2021-08;Santa Fe;Chubut;6;20;previaje 1
2021-08;Santa Fe;C¢rdoba;3;10;previaje 1
2021-08;Santa Fe;Mendoza;18;58;previaje 1
2021-08;Santa Fe;Misiones;13;46;previaje 1
2021-08;Santa Fe;Neuqu‚n;71;270;previaje 1
2021-08;Santa Fe;R¡o Negro;76;227;previaje 1
2021-08;Santa Fe;Salta;10;21;previaje 1
2021-08;Santa Fe;Santa Cruz;12;28;previaje 1
2021-08;Santa Fe;Santiago del Estero;4;14;previaje 1
2021-08;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;55;184;previaje 1
2021-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;13;27;previaje 1
2021-08;Tucum n;Ciudad Aut¢noma de Buenos Aires;5;7;previaje 1
2021-08;Tucum n;Mendoza;3;16;previaje 1
2021-08;Tucum n;Neuqu‚n;5;18;previaje 1
2021-08;Tucum n;R¡o Negro;13;34;previaje 1
2021-08;Tucum n;Santiago del Estero;4;12;previaje 1
2021-08;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;36;68;previaje 1
2021-09;Buenos Aires;Buenos Aires;62;141;previaje 1
2021-09;Buenos Aires;Catamarca;4;13;previaje 1
2021-09;Buenos Aires;Chubut;102;269;previaje 1
2021-09;Buenos Aires;Ciudad Aut¢noma de Buenos Aires;7;15;previaje 1
2021-09;Buenos Aires;C¢rdoba;554;1006;previaje 1
2021-09;Buenos Aires;Corrientes;9;25;previaje 1
2021-09;Buenos Aires;Entre R¡os;8;22;previaje 1
2021-09;Buenos Aires;Jujuy;33;91;previaje 1
2021-09;Buenos Aires;La Rioja;9;18;previaje 1
2021-09;Buenos Aires;Mendoza;116;272;previaje 1
2021-09;Buenos Aires;Misiones;134;466;previaje 1
2021-09;Buenos Aires;Neuqu‚n;73;263;previaje 1
2021-09;Buenos Aires;R¡o Negro;263;757;previaje 1
2021-09;Buenos Aires;Salta;150;365;previaje 1
2021-09;Buenos Aires;San Juan;12;23;previaje 1
2021-09;Buenos Aires;San Luis;12;22;previaje 1
2021-09;Buenos Aires;Santa Cruz;104;264;previaje 1
2021-09;Buenos Aires;Santiago del Estero;52;164;previaje 1
2021-09;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;356;1112;previaje 1
2021-09;Buenos Aires;Tucum n;21;60;previaje 1
2021-09;Chaco;C¢rdoba;105;262;previaje 1
2021-09;Chaco;Mendoza;3;15;previaje 1
2021-09;Chaco;R¡o Negro;9;35;previaje 1
2021-09;Chaco;Santa Cruz;7;14;previaje 1
2021-09;Chaco;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;10;16;previaje 1
2021-09;Chubut;Chubut;5;12;previaje 1
2021-09;Chubut;Misiones;12;40;previaje 1
2021-09;Chubut;Salta;4;11;previaje 1
2021-09;Chubut;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;12;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;10;22;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Catamarca;7;17;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Chubut;102;310;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;7;17;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;9;20;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Corrientes;8;17;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Jujuy;14;30;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;La Rioja;3;6;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Mendoza;71;190;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Misiones;119;385;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;67;205;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;272;643;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Salta;86;204;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;San Juan;15;31;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;San Luis;8;13;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;95;245;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;359;1004;previaje 1
2021-09;Ciudad Aut¢noma de Buenos Aires;Tucum n;16;31;previaje 1
2021-09;C¢rdoba;Buenos Aires;3;11;previaje 1
2021-09;C¢rdoba;Chubut;12;28;previaje 1
2021-09;C¢rdoba;C¢rdoba;39;57;previaje 1
2021-09;C¢rdoba;Corrientes;4;4;previaje 1
2021-09;C¢rdoba;Misiones;16;57;previaje 1
2021-09;C¢rdoba;Neuqu‚n;5;18;previaje 1
2021-09;C¢rdoba;R¡o Negro;36;105;previaje 1
2021-09;C¢rdoba;Salta;9;30;previaje 1
2021-09;C¢rdoba;Santa Cruz;16;55;previaje 1
2021-09;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;26;80;previaje 1
2021-09;Corrientes;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;10;previaje 1
2021-09;Entre R¡os;Chubut;25;55;previaje 1
2021-09;Entre R¡os;C¢rdoba;7;20;previaje 1
2021-09;Entre R¡os;Mendoza;4;20;previaje 1
2021-09;Entre R¡os;R¡o Negro;13;30;previaje 1
2021-09;Entre R¡os;Santa Cruz;5;9;previaje 1
2021-09;Formosa;Chubut;13;32;previaje 1
2021-09;Formosa;C¢rdoba;7;11;previaje 1
2021-09;Jujuy;R¡o Negro;3;12;previaje 1
2021-09;La Rioja;Ciudad Aut¢noma de Buenos Aires;4;6;previaje 1
2021-09;La Rioja;La Rioja;3;7;previaje 1
2021-09;Mendoza;Chubut;7;16;previaje 1
2021-09;Mendoza;Ciudad Aut¢noma de Buenos Aires;6;13;previaje 1
2021-09;Mendoza;Misiones;4;12;previaje 1
2021-09;Mendoza;R¡o Negro;12;33;previaje 1
2021-09;Misiones;C¢rdoba;5;11;previaje 1
2021-09;Misiones;Mendoza;6;10;previaje 1
2021-09;Misiones;Misiones;5;14;previaje 1
2021-09;Misiones;R¡o Negro;4;11;previaje 1
2021-09;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;23;47;previaje 1
2021-09;Neuqu‚n;Buenos Aires;7;10;previaje 1
2021-09;Neuqu‚n;Ciudad Aut¢noma de Buenos Aires;3;4;previaje 1
2021-09;Neuqu‚n;Misiones;8;28;previaje 1
2021-09;Neuqu‚n;Neuqu‚n;7;30;previaje 1
2021-09;Neuqu‚n;Salta;10;23;previaje 1
2021-09;R¡o Negro;Chubut;3;12;previaje 1
2021-09;R¡o Negro;Ciudad Aut¢noma de Buenos Aires;7;12;previaje 1
2021-09;R¡o Negro;Neuqu‚n;6;19;previaje 1
2021-09;R¡o Negro;R¡o Negro;6;20;previaje 1
2021-09;R¡o Negro;Salta;4;8;previaje 1
2021-09;R¡o Negro;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;12;previaje 1
2021-09;Salta;Chubut;7;29;previaje 1
2021-09;Salta;Ciudad Aut¢noma de Buenos Aires;4;12;previaje 1
2021-09;Salta;C¢rdoba;8;21;previaje 1
2021-09;Salta;Misiones;4;14;previaje 1
2021-09;Salta;Neuqu‚n;3;10;previaje 1
2021-09;Salta;R¡o Negro;9;32;previaje 1
2021-09;Salta;Salta;4;8;previaje 1
2021-09;Salta;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;8;previaje 1
2021-09;San Juan;San Juan;3;14;previaje 1
2021-09;Santa Cruz;Santa Cruz;4;17;previaje 1
2021-09;Santa Cruz;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;7;previaje 1
2021-09;Santa Fe;Chubut;11;34;previaje 1
2021-09;Santa Fe;C¢rdoba;21;45;previaje 1
2021-09;Santa Fe;Mendoza;13;29;previaje 1
2021-09;Santa Fe;Misiones;21;75;previaje 1
2021-09;Santa Fe;Neuqu‚n;7;17;previaje 1
2021-09;Santa Fe;R¡o Negro;58;174;previaje 1
2021-09;Santa Fe;Salta;19;54;previaje 1
2021-09;Santa Fe;Santa Cruz;14;40;previaje 1
2021-09;Santa Fe;Santa Fe;4;7;previaje 1
2021-09;Santa Fe;Santiago del Estero;4;16;previaje 1
2021-09;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;48;129;previaje 1
2021-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Salta;3;9;previaje 1
2021-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Cruz;5;9;previaje 1
2021-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;21;previaje 1
2021-09;Tucum n;Ciudad Aut¢noma de Buenos Aires;4;8;previaje 1
2021-09;Tucum n;R¡o Negro;9;20;previaje 1
2021-09;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;10;30;previaje 1
2021-10;Buenos Aires;Buenos Aires;135;276;previaje 1
2021-10;Buenos Aires;Chubut;155;439;previaje 1
2021-10;Buenos Aires;C¢rdoba;77;204;previaje 1
2021-10;Buenos Aires;Entre R¡os;17;34;previaje 1
2021-10;Buenos Aires;Jujuy;18;65;previaje 1
2021-10;Buenos Aires;La Rioja;3;8;previaje 1
2021-10;Buenos Aires;Mendoza;69;190;previaje 1
2021-10;Buenos Aires;Misiones;98;291;previaje 1
2021-10;Buenos Aires;Neuqu‚n;26;92;previaje 1
2021-10;Buenos Aires;R¡o Negro;120;305;previaje 1
2021-10;Buenos Aires;Salta;110;256;previaje 1
2021-10;Buenos Aires;San Juan;10;59;previaje 1
2021-10;Buenos Aires;San Luis;4;7;previaje 1
2021-10;Buenos Aires;Santa Cruz;121;362;previaje 1
2021-10;Buenos Aires;Santa Fe;4;11;previaje 1
2021-10;Buenos Aires;Santiago del Estero;47;167;previaje 1
2021-10;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;188;458;previaje 1
